Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,
MX-2013-BG1174018-41493,7/8/2013,8/8/2013,First Class,BG-1174018,Bruce Geld,Consumer,Bayeux,ParaÃ­ba,South America,OFF-AP-4960,Office Supplies,Appliances,"KitchenAid Refrigerator, Black",2461,7,0,566,
CA-2014-AS10090140-41812,22-06-2014,27-06-2014,Standard Class,AS-100901406,Adam Shillingsburg,Consumer,New York City,New York,Eastern US,OFF-BI-6094,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,36,5,0.2,12,
CA-2014-AS10090140-41762,3/5/2014,7/5/2014,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Irving,Texas,Central US,OFF-ST-3078,Office Supplies,Storage,Akro Stacking Bins,18,3,0.2,-3,
IN-2013-KB1631578-41495,9/8/2013,11/8/2013,First Class,KB-1631578,Karl Braun,Consumer,Kuala Lumpur,Kuala Lumpur,Southeastern Asia,TEC-MA-5005,Technology,Machines,"Konica Card Printer, Wireless",1226,7,0,612,
ID-2014-PK190757-41691,21-02-2014,22-02-2014,First Class,PK-190757,Pete Kriz,Consumer,Perth,Western Australia,Oceania,FUR-TA-3359,Furniture,Tables,"Barricks Wood Table, with Bottom Storage",1809,5,0.3,-258,
ID-2013-CS121757-41473,18-07-2013,19-07-2013,First Class,CS-121757,Charles Sheldon,Corporate,Darwin,Northern Territory,Oceania,TEC-AC-3402,Technology,Accessories,"Belkin Router, Bluetooth",1863,8,0.1,393,
CA-2014-AS10090140-41894,12/9/2014,17-09-2014,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Chicago,Illinois,Central US,OFF-LA-6021,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6,2,0.2,2,
ES-2015-AF1088545-42103,9/4/2015,12/4/2015,First Class,AF-1088545,Art Foster,Consumer,Bayeux,Normandy,Western Europe,OFF-ST-6049,Office Supplies,Storage,"Smead Lockers, Wire Frame",1244,7,0.1,-13,
ES-2013-SJ2050045-41443,18-06-2013,20-06-2013,Second Class,SJ-2050045,Shirley Jackson,Consumer,Lens,Nord-Pas-de-Calais-Picardie,Western Europe,FUR-TA-3343,Furniture,Tables,"Barricks Conference Table, Adjustable Height",2364,4,0.35,-218,
ES-2014-DM1295545-42004,31-12-2014,2/1/2015,First Class,DM-1295545,Dario Medina,Corporate,Lannion,Brittany,Western Europe,TEC-CO-4590,Technology,Copiers,"Hewlett Wireless Fax, Color",1946,6,0.15,114,
CA-2014-AS10090140-41762,3/5/2014,7/5/2014,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Irving,Texas,Central US,OFF-ST-6158,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12,3,0.2,-3,
IT-2013-CC1261048-41289,15-01-2013,17-01-2013,First Class,CC-1261048,Corey Catlett,Corporate,Iserlohn,North Rhine-Westphalia,Western Europe,OFF-AP-4497,Office Supplies,Appliances,"Hamilton Beach Microwave, Black",2283,9,0.1,0,
CG-2013-BW106533-41437,12/6/2013,14-06-2013,First Class,BW-106533,Barry Weirich,Consumer,Kalemie,Katanga,Central Africa,TEC-PH-5840,Technology,Phones,"Samsung Smart Phone, Full Size",2549,4,0,1172,
IN-2015-BE114557-42080,17-03-2015,22-03-2015,Second Class,BE-114557,Brad Eason,Home Office,Sydney,New South Wales,Oceania,TEC-CO-4568,Technology,Copiers,"Hewlett Copy Machine, Color",3299,14,0.1,366,
ES-2013-TG2164014-41591,13-11-2013,17-11-2013,Standard Class,TG-2164014,Trudy Glocke,Consumer,Ghent,East Flanders,Western Europe,OFF-AP-3867,Office Supplies,Appliances,"Cuisinart Microwave, White",2489,9,0,273,
CA-2014-AS10090140-41762,3/5/2014,7/5/2014,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Irving,Texas,Central US,OFF-LA-3224,Office Supplies,Labels,Avery 502,5,2,0.2,1,
CA-2015-AS10090140-42264,17-09-2015,19-09-2015,First Class,AS-100901406,Adam Shillingsburg,Consumer,Philadelphia,Pennsylvania,Eastern US,OFF-BI-3473,Office Supplies,Binders,Binder Posts,3,2,0.7,-2,
ES-2015-VM2168545-42140,16-05-2015,19-05-2015,First Class,VM-2168545,Valerie Mitchum,Home Office,Marseille,Provence-Alpes-CÃ´te d'Azur,Western Europe,FUR-BO-5971,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",1189,9,0.1,250,
CA-2013-AS10090140-41587,9/11/2013,13-11-2013,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Springfield,Missouri,Central US,OFF-BI-3473,Office Supplies,Binders,Binder Posts,17,3,0,7,
MX-2015-SC2069539-42360,22-12-2015,24-12-2015,First Class,SC-2069539,Steve Chapman,Corporate,Soyapango,San Salvador,Central America,FUR-CH-4530,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1269,4,0,355,
ID-2014-SN2056097-41896,14-09-2014,14-09-2014,Same Day,SN-2056097,Skye Norling,Home Office,Lahore,Punjab,Southern Asia,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",3499,11,0.5,-3009,
ID-2014-CD122807-41646,7/1/2014,13-01-2014,Standard Class,CD-122807,Christina DeMoss,Consumer,Sydney,New South Wales,Oceania,FUR-TA-5059,Furniture,Tables,"Lesro Conference Table, Rectangular",2993,5,0.3,726,
ES-2015-CC1210045-42182,27-06-2015,27-06-2015,Same Day,CC-1210045,Chad Cunningham,Home Office,Grenoble,Auvergne-RhÃ´ne-Alpes,Western Europe,TEC-CO-3595,Technology,Copiers,"Brother Fax Machine, Color",815,3,0.15,287,
ES-2013-BG1103544-41468,13-07-2013,16-07-2013,Second Class,BG-1103544,Barry Gonzalez,Consumer,Espoo,Uusimaa,Northern Europe,TEC-MA-5502,Technology,Machines,"Okidata Inkjet, White",1245,4,0,161,
IN-2015-CC125507-42046,11/2/2015,11/2/2015,Same Day,CC-125507,Clay Cheatham,Consumer,Whyalla,South Australia,Oceania,TEC-CO-3706,Technology,Copiers,"Canon Personal Copier, Laser",1027,8,0.1,182,
IN-2015-AB101057-42153,29-05-2015,5/6/2015,Standard Class,AB-101057,Adrian Barton,Consumer,Adelaide,South Australia,Oceania,TEC-CO-3609,Technology,Copiers,"Brother Wireless Fax, Digital",1703,5,0.1,737,
IN-2015-SV2078559-42110,16-04-2015,18-04-2015,Second Class,SV-2078559,Stewart Visinsky,Consumer,Medan,Sumatera Utara,Southeastern Asia,OFF-ST-6049,Office Supplies,Storage,"Smead Lockers, Wire Frame",1803,11,0.17,-130,
ES-2015-HW1493545-42335,27-11-2015,29-11-2015,First Class,HW-1493545,Helen Wasserman,Corporate,Ivry-sur-Seine,Ile-de-France,Western Europe,FUR-BO-5798,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",676,5,0.1,195,
IN-2012-AS1028558-41221,8/11/2012,10/11/2012,First Class,AS-1028558,Alejandro Savely,Corporate,Kanpur,Uttar Pradesh,Southern Asia,FUR-CH-5447,Furniture,Chairs,"Office Star Rocking Chair, Black",969,7,0,348,
ES-2015-LD1685545-42265,18-09-2015,18-09-2015,Same Day,LD-1685545,Lela Donovan,Corporate,Saint-Laurent-du-Var,Provence-Alpes-CÃ´te d'Azur,Western Europe,FUR-BO-3639,Furniture,Bookcases,"Bush Library with Doors, Metal",1637,5,0.1,90,
MX-2015-NS1850528-42059,24-02-2015,27-02-2015,First Class,NS-1850528,Neola Schneider,Consumer,Cartagena,BolÃ­var,South America,TEC-CO-6010,Technology,Copiers,"Sharp Wireless Fax, Digital",1655,7,0.002,13,
MX-2014-CM1271582-41885,3/9/2014,5/9/2014,First Class,CM-1271582,Craig Molinari,Corporate,CancÃºn,Quintana Roo,Central America,FUR-CH-5379,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",976,4,0.2,232,
IN-2014-VG2180527-41996,23-12-2014,25-12-2014,First Class,VG-2180527,Vivek Grady,Corporate,Harbin,Heilongjiang,Eastern Asia,FUR-BO-3641,Furniture,Bookcases,"Bush Library with Doors, Pine",731,2,0,175,
GH-2015-JD606049-42172,17-06-2015,19-06-2015,First Class,JD-606049,Julia Dunbar,Consumer,Kumasi,Ashanti,Western Africa,OFF-AP-4956,Office Supplies,Appliances,"KitchenAid Microwave, Black",1239,4,0,0,
ID-2015-MG17680144-42078,15-03-2015,17-03-2015,Second Class,MG-17680144,Maureen Gastineau,Home Office,Ho Chi Minh City,Ho ChÃ­ Minh City,Southeastern Asia,FUR-CH-5378,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",1680,5,0.27,368,
IN-2015-CD1228058-42197,12/7/2015,13-07-2015,First Class,CD-1228058,Christina DeMoss,Consumer,Delhi,Delhi,Southern Asia,FUR-BO-5763,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",2190,5,0,65,
ES-2015-DB13210139-42164,9/6/2015,12/6/2015,First Class,DB-13210139,Dean Braden,Consumer,London,England,Northern Europe,TEC-MA-4206,Technology,Machines,"Epson Printer, Red",935,4,0.1,114,
ES-2015-CS118608-42292,15-10-2015,17-10-2015,Second Class,CS-118608,Cari Schnelling,Consumer,Vienna,Vienna,Western Europe,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",1026,8,0,441,
IN-2015-AF1088558-42222,6/8/2015,9/8/2015,Second Class,AF-1088558,Art Foster,Consumer,Salem,Tamil Nadu,Southern Asia,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",2550,4,0,280,
ID-2013-BN11470130-41633,25-12-2013,28-12-2013,Second Class,BN-11470130,Brad Norvell,Corporate,Bangkok,Bangkok,Southeastern Asia,TEC-PH-5267,Technology,Phones,"Motorola Smart Phone, Cordless",2667,5,0.17,-417,
ES-2013-GG1465045-41615,7/12/2013,7/12/2013,Same Day,GG-1465045,Greg Guthrie,Corporate,Angers,Pays de la Loire,Western Europe,TEC-CO-4792,Technology,Copiers,"HP Wireless Fax, Laser",1224,4,0.15,-129,
ES-2014-EM1406548-41775,16-05-2014,20-05-2014,Second Class,EM-1406548,Erin Mull,Consumer,Bremen,Bremen,Western Europe,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",2605,4,0,1042,
IR-2014-BS166560-41807,17-06-2014,18-06-2014,First Class,BS-166560,Brian Stugart,Consumer,Khorramabad,Lorestan,Southern Asia,OFF-ST-5700,Office Supplies,Storage,"Rogers Lockers, Blue",2962,14,0,207,
IN-2015-AC1045058-42311,3/11/2015,7/11/2015,Standard Class,AC-1045058,Amy Cox,Consumer,Chennai,Tamil Nadu,Southern Asia,FUR-TA-4711,Furniture,Tables,"Hon Wood Table, Fully Assembled",2664,5,0,905,
ES-2013-CK1220564-41422,28-05-2013,31-05-2013,First Class,CK-1220564,Chloris Kastensmidt,Consumer,Barletta,Apulia,Southern Europe,TEC-CO-4592,Technology,Copiers,"Hewlett Wireless Fax, High-Speed",1513,4,0,741,
ES-2014-JD16150139-41868,17-08-2014,20-08-2014,Second Class,JD-16150139,Justin Deggeller,Corporate,Tamworth,England,Northern Europe,FUR-BO-4848,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",1233,3,0,234,
UP-2012-CC2550137-41062,2/6/2012,4/6/2012,First Class,CC-2550137,Clay Cheatham,Consumer,Kharkiv,Kharkiv,Eastern Europe,FUR-TA-5059,Furniture,Tables,"Lesro Conference Table, Rectangular",855,1,0,384,
IT-2012-MS17830139-41103,13-07-2012,14-07-2012,First Class,MS-17830139,Melanie Seite,Consumer,London,England,Northern Europe,TEC-MA-5511,Technology,Machines,"Okidata Printer, Red",956,4,0.1,-95,
CA-2013-AS10090140-41587,9/11/2013,13-11-2013,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Springfield,Missouri,Central US,OFF-PA-6535,Office Supplies,Paper,Xerox 1978,17,3,0,8,
ES-2012-GT14710120-41198,16-10-2012,23-10-2012,Standard Class,GT-14710120,Greg Tran,Consumer,Barcelona,Catalonia,Southern Europe,FUR-CH-4654,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",1838,5,0.2,160,
IN-2012-CL1270058-41226,13-11-2012,19-11-2012,Standard Class,CL-1270058,Craig Leslie,Home Office,Kulti,West Bengal,Southern Asia,TEC-PH-5268,Technology,Phones,"Motorola Smart Phone, Full Size",4498,7,0,674,
ES-2015-MM1792045-42199,14-07-2015,18-07-2015,Second Class,MM-1792045,Michael Moore,Consumer,Le Mans,Pays de la Loire,Western Europe,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",1824,8,0.65,-1303,
MX-2015-CM1216093-42158,3/6/2015,5/6/2015,First Class,CM-1216093,Charles McCrossin,Consumer,Managua,Managua,Central America,FUR-BO-5762,Furniture,Bookcases,"Safco Classic Bookcase, Pine",2344,8,0,46,
IN-2015-DB1306027-42353,15-12-2015,17-12-2015,Second Class,DB-1306027,Dave Brooks,Consumer,Mianyang,Sichuan,Eastern Asia,TEC-PH-5263,Technology,Phones,"Motorola Signal Booster, Cordless",2043,14,0,756,
MZ-2015-JW522087-42183,28-06-2015,28-06-2015,Same Day,JW-522087,Jane Waco,Corporate,Maputo,Cidade De Maputo,Eastern Africa,OFF-ST-5708,Office Supplies,Storage,"Rogers Shelving, Wire Frame",856,14,0,265,
US-2015-BN1147082-42358,20-12-2015,24-12-2015,Standard Class,BN-1147082,Brad Norvell,Corporate,Cadereyta,Nuevo LeÃ³n,Central America,OFF-AP-3872,Office Supplies,Appliances,"Cuisinart Stove, Black",2509,7,0,426,
IN-2013-JC157757-41310,5/2/2013,8/2/2013,First Class,JC-157757,John Castell,Consumer,Bundaberg,Queensland,Oceania,FUR-CH-5378,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",819,2,0.1,191,
MX-2012-HL1504093-40929,21-01-2012,27-01-2012,Standard Class,HL-1504093,Hunter Lopez,Consumer,Managua,Managua,Central America,FUR-TA-3764,Furniture,Tables,"Chromcraft Conference Table, Fully Assembled",2797,6,0.2,0,
MX-2013-LH1690018-41489,3/8/2013,5/8/2013,First Class,LH-1690018,Lena Hernandez,Consumer,ValparaÃ­so de GoiÃ¡s,GoiÃ¡s,South America,OFF-ST-6046,Office Supplies,Storage,"Smead Lockers, Blue",1455,11,0,261,
ID-2015-DV1304559-42304,27-10-2015,31-10-2015,Second Class,DV-1304559,Darrin Van Huff,Corporate,Manado,Sulawesi Utara,Southeastern Asia,FUR-BO-5786,Furniture,Bookcases,"Safco Library with Doors, Mobile",2189,6,0.07,541,
IN-2013-BT1153058-41331,26-02-2013,4/3/2013,Standard Class,BT-1153058,Bradley Talbott,Home Office,Muzaffarpur,Bihar,Southern Asia,FUR-TA-3344,Furniture,Tables,"Barricks Conference Table, Fully Assembled",5451,6,0,327,
IR-2013-BM165060-41436,11/6/2013,12/6/2013,First Class,BM-165060,Brian Moss,Corporate,Kermanshah,Kermanshah,Southern Asia,TEC-PH-5269,Technology,Phones,"Motorola Smart Phone, with Caller ID",1291,2,0,296,
IN-2012-MG1820558-40962,23-02-2012,26-02-2012,First Class,MG-1820558,Mitch Gastineau,Corporate,Thane,Maharashtra,Southern Asia,TEC-CO-4590,Technology,Copiers,"Hewlett Wireless Fax, Color",1526,4,0,732,
CA-2012-AS10090140-41173,21-09-2012,28-09-2012,Standard Class,AS-100901406,Adam Shillingsburg,Consumer,New York City,New York,Eastern US,OFF-BI-3729,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3,1,0.2,1,
MX-2014-FC1424528-41840,20-07-2014,27-07-2014,Standard Class,FC-1424528,Frank Carlisle,Home Office,Piedecuesta,Santander,South America,FUR-CH-5442,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",1869,6,0,205,
MX-2014-TT2122051-41727,29-03-2014,1/4/2014,Second Class,TT-2122051,Thomas Thornton,Consumer,Mixco,Guatemala,Central America,FUR-BO-5968,Furniture,Bookcases,"Sauder Library with Doors, Pine",1815,7,0,471,
IN-2015-CY1274558-42300,23-10-2015,25-10-2015,First Class,CY-1274558,Craig Yedwab,Corporate,Bangalore,Karnataka,Southern Asia,TEC-CO-4578,Technology,Copiers,"Hewlett Fax Machine, Laser",959,3,0,460,
MX-2015-SJ2021582-42179,24-06-2015,26-06-2015,Second Class,SJ-2021582,Sarah Jordon,Consumer,Mexico City,Distrito Federal,Central America,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",3045,7,0,1035,
MX-2014-PB1880593-41942,30-10-2014,5/11/2014,Standard Class,PB-1880593,Patrick Bzostek,Home Office,Managua,Managua,Central America,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",2125,5,0,297,
CM-2013-BP123022-41621,13-12-2013,15-12-2013,First Class,BP-123022,Benjamin Patterson,Consumer,Yaounde,Centre,Central Africa,TEC-AC-5224,Technology,Accessories,"Memorex Router, Erganomic",976,4,0,292,
IN-2014-RW1969027-41763,4/5/2014,6/5/2014,First Class,RW-1969027,Robert Waldorf,Consumer,Xiamen,Fujian,Eastern Asia,TEC-CO-3688,Technology,Copiers,"Canon Fax Machine, High-Speed",1266,4,0,265,
CA-2012-AS10090140-41173,21-09-2012,28-09-2012,Standard Class,AS-100901406,Adam Shillingsburg,Consumer,New York City,New York,Eastern US,OFF-AR-3285,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13,4,0,5,
ZA-2012-DB3360146-41159,7/9/2012,9/9/2012,Second Class,DB-3360146,Dennis Bolton,Home Office,Kitwe,Copperbelt,Eastern Africa,FUR-TA-3442,Furniture,Tables,"Bevis Wood Table, with Bottom Storage",2134,4,0,682,
ES-2013-DK1315048-41386,22-04-2013,26-04-2013,Standard Class,DK-1315048,David Kendrick,Corporate,Berlin,Berlin,Western Europe,TEC-CO-3709,Technology,Copiers,"Canon Wireless Fax, High-Speed",4748,14,0.1,844,
SF-2014-RW9540117-41942,30-10-2014,4/11/2014,Second Class,RW-9540117,Rick Wilson,Corporate,Cape Town,Western Cape,Southern Africa,TEC-MA-5502,Technology,Machines,"Okidata Inkjet, White",1867,6,0,242,
IN-2012-PS1904527-41014,15-04-2012,16-04-2012,First Class,PS-1904527,Penelope Sewall,Home Office,Jieyang,Guangdong,Eastern Asia,FUR-CH-5411,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",1001,6,0,250,
CA-2014-AS10090140-41894,12/9/2014,17-09-2014,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Chicago,Illinois,Central US,OFF-BI-4884,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1,3,0.8,-3,
CA-2014-AB10105140-41991,18-12-2014,22-12-2014,Standard Class,AB-101051402,Adrian Barton,Consumer,Detroit,Michigan,Central US,OFF-BI-4345,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,9892,13,0,4946,
IN-2015-MO1780066-42308,31-10-2015,4/11/2015,Standard Class,MO-1780066,Meg O'Connel,Home Office,Hamamatsu,Shizuoka,Eastern Asia,OFF-AP-3873,Office Supplies,Appliances,"Cuisinart Stove, Red",4306,8,0,1722,
IN-2014-NF1847527-41741,12/4/2014,14-04-2014,First Class,NF-1847527,Neil FranzÃ¶sisch,Home Office,Ningbo,Zhejiang,Eastern Asia,OFF-AP-3573,Office Supplies,Appliances,"Breville Microwave, White",899,3,0,323,
IN-2014-MR1754558-41954,11/11/2014,11/11/2014,Same Day,MR-1754558,Mathew Reese,Home Office,Jodhpur,Rajasthan,Southern Asia,TEC-CO-3683,Technology,Copiers,"Canon Fax and Copier, Digital",763,4,0,381,
IT-2013-CB1241548-41560,13-10-2013,17-10-2013,Standard Class,CB-1241548,Christy Brittain,Consumer,Weimar,Thuringia,Western Europe,TEC-PH-5355,Technology,Phones,"Nokia Smart Phone, Full Size",2544,4,0,1093,
ID-2013-LC1705092-41560,13-10-2013,16-10-2013,Second Class,LC-1705092,Liz Carlisle,Consumer,Auckland,Auckland,Oceania,FUR-CH-4531,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black",1136,4,0.4,-189,
IN-2015-RA1988527-42034,30-01-2015,3/2/2015,Standard Class,RA-1988527,Ruben Ausman,Corporate,Beijing,Beijing,Eastern Asia,FUR-CH-5380,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",2300,5,0,91,
CG-2013-MG814533-41559,12/10/2013,16-10-2013,Second Class,MG-814533,Mike Gockenbach,Consumer,Lubumbashi,Katanga,Central Africa,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",3908,6,0,1563,
CA-2015-AB10105140-42161,6/6/2015,7/6/2015,First Class,AB-101051402,Adrian Barton,Consumer,Pearland,Texas,Central US,TEC-PH-5089,Technology,Phones,LG G3,470,3,0.2,52,
CA-2015-AB10105140-42328,20-11-2015,24-11-2015,Standard Class,AB-101051408,Adrian Barton,Consumer,Henderson,Kentucky,Southern US,FUR-FU-2871,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821,6,0,213,
ID-2014-EM1396058-41901,19-09-2014,23-09-2014,Standard Class,EM-1396058,Eric Murdock,Consumer,Nagpur,Maharashtra,Southern Asia,OFF-AP-3580,Office Supplies,Appliances,"Breville Stove, Silver",2249,4,0,224,
MX-2013-DJ1342082-41639,31-12-2013,5/1/2014,Standard Class,DJ-1342082,Denny Joy,Corporate,Villahermosa,Tabasco,Central America,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",2528,7,0,176,
ES-2015-CD1192045-42367,29-12-2015,31-12-2015,Second Class,CD-1192045,Carlos Daly,Consumer,Oyonnax,Auvergne-RhÃ´ne-Alpes,Western Europe,FUR-TA-5064,Furniture,Tables,"Lesro Round Table, Rectangular",1461,5,0.35,202,
MX-2014-BO1142582-41958,15-11-2014,19-11-2014,Standard Class,BO-1142582,Bobby Odegard,Consumer,Metepec,MÃ©xico,Central America,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",3045,7,0,1035,
CA-2012-AB10105140-41262,19-12-2012,22-12-2012,First Class,AB-101051402,Adrian Barton,Consumer,Indianapolis,Indiana,Central US,OFF-BI-4827,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103,3,0,496,
CA-2015-AB10105140-42143,19-05-2015,21-05-2015,First Class,AB-101051404,Adrian Barton,Consumer,Portland,Oregon,Western US,TEC-PH-2879,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344,2,0.2,38,
ID-2015-KM16720102-42255,8/9/2015,11/9/2015,First Class,KM-16720102,Kunst Miller,Consumer,Manila,National Capital,Southeastern Asia,FUR-BO-3626,Furniture,Bookcases,"Bush Classic Bookcase, Pine",2152,8,0.35,198,
ES-2014-SV2078545-41807,17-06-2014,19-06-2014,First Class,SV-2078545,Stewart Visinsky,Consumer,Antony,Ile-de-France,Western Europe,TEC-AC-5136,Technology,Accessories,"Logitech Router, Programmable",1244,5,0,447,
MX-2012-BG1169582-41250,7/12/2012,7/12/2012,Same Day,BG-1169582,Brooke Gillingham,Corporate,CuliacÃ¡n,Sinaloa,Central America,FUR-CH-5773,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",2226,9,0.2,500,
IN-2015-CS121307-42266,19-09-2015,21-09-2015,Second Class,CS-121307,Chad Sievert,Consumer,Melbourne,Victoria,Oceania,FUR-BO-5761,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",1586,4,0.1,17,
US-2014-AB10105140-41908,26-09-2014,1/10/2014,Standard Class,AB-101051404,Adrian Barton,Consumer,Phoenix,Arizona,Western US,FUR-TA-3412,Furniture,Tables,Bevis Boat-Shaped Conference Table,393,3,0.5,-204,
IZ-2015-BD163561-42045,10/2/2015,14-02-2015,Standard Class,BD-163561,Brian Derr,Consumer,Al Amarah,Maysan,Western Asia,OFF-AP-4966,Office Supplies,Appliances,"KitchenAid Stove, Silver",3425,6,0,1233,
ES-2015-RF19345120-42043,8/2/2015,11/2/2015,First Class,RF-19345120,Randy Ferguson,Corporate,Barcelona,Catalonia,Southern Europe,OFF-AP-4743,Office Supplies,Appliances,"Hoover Stove, Red",1136,2,0,568,
ID-2014-JE1616559-41856,5/8/2014,7/8/2014,First Class,JE-1616559,Justin Ellison,Corporate,Jakarta,Jakarta,Southeastern Asia,FUR-BO-3642,Furniture,Bookcases,"Bush Library with Doors, Traditional",677,2,0.07,211,
IR-2015-MG768060-42109,15-04-2015,18-04-2015,First Class,MG-768060,Maureen Gastineau,Home Office,Mashhad,Razavi Khorasan,Southern Asia,FUR-BO-3641,Furniture,Bookcases,"Bush Library with Doors, Pine",731,2,0,80,
CA-2013-AB10105140-41585,7/11/2013,12/11/2013,Standard Class,AB-101051402,Adrian Barton,Consumer,Houston,Texas,Central US,TEC-MA-3700,Technology,Machines,Canon PC170 Desktop Personal Copier,287,3,0.4,33,
IN-2015-CC1247558-42129,5/5/2015,7/5/2015,Second Class,CC-1247558,Cindy Chapman,Consumer,Bhavnagar,Gujarat,Southern Asia,TEC-CO-3596,Technology,Copiers,"Brother Fax Machine, Digital",1272,4,0,534,
ES-2014-LT1676564-41947,4/11/2014,6/11/2014,Second Class,LT-1676564,Larry Tron,Consumer,Rome,Lazio,Southern Europe,OFF-AP-4732,Office Supplies,Appliances,"Hoover Microwave, Silver",1856,6,0,909,
ES-2015-FH14365120-42165,10/6/2015,12/6/2015,First Class,FH-14365120,Fred Hopkins,Corporate,Palma de Mallorca,Balearic Islands,Southern Europe,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",2295,4,0.1,459,
ES-2013-BF1097545-41517,31-08-2013,2/9/2013,Second Class,BF-1097545,Barbara Fisher,Corporate,Saint-Priest,Auvergne-RhÃ´ne-Alpes,Western Europe,TEC-PH-5354,Technology,Phones,"Nokia Smart Phone, Cordless",1622,3,0.15,324,
IN-2014-CJ1201027-41810,20-06-2014,22-06-2014,Second Class,CJ-1201027,Caroline Jumper,Consumer,Anshan,Liaoning,Eastern Asia,TEC-PH-3802,Technology,Phones,"Cisco Signal Booster, VoIP",1063,7,0,361,
HU-2015-SH997557-42239,23-08-2015,28-08-2015,Standard Class,SH-997557,Sally Hughsby,Corporate,Gyor,Gyor,Eastern Europe,TEC-AC-5226,Technology,Accessories,"Memorex Router, USB",3449,14,0,275,
US-2013-SL2015582-41422,28-05-2013,29-05-2013,First Class,SL-2015582,Sara Luxemburg,Home Office,CoyoacÃ¡n,Distrito Federal,Central America,FUR-BO-4861,Furniture,Bookcases,"Ikea Library with Doors, Mobile",585,3,0.2,0,
LI-2015-NC834073-42143,19-05-2015,21-05-2015,Second Class,NC-834073,Nat Carroll,Consumer,Monrovia,Montserrado,Western Africa,TEC-CO-6009,Technology,Copiers,"Sharp Wireless Fax, Color",1429,4,0,471,
SF-2014-JB5400117-41758,29-04-2014,30-04-2014,First Class,JB-5400117,Jennifer Braxton,Corporate,Johannesburg,Gauteng,Southern Africa,FUR-TA-4712,Furniture,Tables,"Hon Wood Table, Rectangular",1057,2,0,158,
IN-2014-VG2180527-41996,23-12-2014,25-12-2014,First Class,VG-2180527,Vivek Grady,Corporate,Harbin,Heilongjiang,Eastern Asia,FUR-BO-3642,Furniture,Bookcases,"Bush Library with Doors, Traditional",1092,3,0,393,
MX-2015-TB2125031-42289,12/10/2015,15-10-2015,First Class,TB-2125031,Tim Brockman,Consumer,Santiago de Cuba,Santiago de Cuba,Caribbean,FUR-TA-3760,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled",1483,5,0,741,
MX-2015-PS1897028-42109,15-04-2015,17-04-2015,First Class,PS-1897028,Paul Stevenson,Home Office,BogotÃ¡,Bogota,South America,OFF-AP-3872,Office Supplies,Appliances,"Cuisinart Stove, Black",1792,5,0,304,
